_id,Year,Quarter,Origin,Dest,Pax From Origin,Pax To Origin,Freight From Origin,Frieght To Origin
35,2024,2,MUMBAI,HANOI,7120,7286,43.99,14.10
36,2024,1,MUMBAI,HO CHI MINH CITY,14248,13022,388.12,338.54
37,2024,2,MUMBAI,HO CHI MINH CITY,13873,14374,437.80,480.64
38,2024,1,MUMBAI,HONG KONG,37750,28785,4605.06,5023.76
39,2024,2,MUMBAI,HONG KONG,33759,33019,3408.73,5711.61
40,2024,1,MUMBAI,ISTANBUL,68308,52278,3983.22,3765.61
41,2024,2,MUMBAI,ISTANBUL,70950,59618,4513.72,4426.44
42,2024,1,MUMBAI,JEDDAH,84432,76191,1722.85,221.63
43,2024,2,MUMBAI,JEDDAH,56027,69485,1271.43,56.79
44,2024,2,MUMBAI,KABUL,0,0,12.28,0.00
45,2024,1,MUMBAI,KATHMANDU,18367,17257,32.92,0.05
46,2024,2,MUMBAI,KATHMANDU,18084,19443,20.80,4.15
47,2024,1,MUMBAI,KIGALI,2065,1274,29.80,0.00
48,2024,1,MUMBAI,KUALALUMPUR,36562,31291,848.03,698.58
49,2024,2,MUMBAI,KUALALUMPUR,42180,40291,1252.62,1326.03
50,2024,1,MUMBAI,KUWAIT,47159,34965,1391.28,14.98
51,2024,2,MUMBAI,KUWAIT,47169,46363,1310.52,4.85
52,2024,1,MUMBAI,LONDON,162769,153503,13696.92,4699.10
53,2024,2,MUMBAI,LONDON,119729,108440,7550.32,3727.34
54,2024,1,MUMBAI,MALE,25455,25998,299.73,0.18
55,2024,2,MUMBAI,MALE,21411,22593,255.93,0.18
56,2024,1,MUMBAI,MELBOURNE,8941,8822,130.19,88.39
57,2024,2,MUMBAI,MELBOURNE,8138,8619,126.37,48.98
58,2024,1,MUMBAI,MONTREAL,0,0,0.00,0.00
59,2024,1,MUMBAI,MUNICH,23860,20354,1165.50,1199.38
60,2024,2,MUMBAI,MUNICH,22736,18974,1366.21,1236.00
61,2024,1,MUMBAI,MUSCAT,70927,58883,1622.12,516.96
62,2024,2,MUMBAI,MUSCAT,55442,57498,792.86,178.71
63,2024,1,MUMBAI,NAIROBI,31178,28481,137.67,4.86
64,2024,2,MUMBAI,NAIROBI,35158,31727,205.43,2.65
65,2024,1,MUMBAI,NAJF,994,652,0.00,0.00
66,2024,1,MUMBAI,NEW YORK,23526,19128,577.76,427.76
67,2024,2,MUMBAI,NEW YORK,24751,20382,381.36,535.75
68,2024,1,MUMBAI,"NEWARK, NEW YORK",11208,10744,1.78,164.62
69,2024,2,MUMBAI,"NEWARK, NEW YORK",10854,10180,9.36,149.49
70,2024,1,MUMBAI,PARIS,43529,31731,1761.57,1187.05
71,2024,2,MUMBAI,PARIS,41329,34436,1937.19,1660.52
72,2024,2,MUMBAI,PARO,377,329,0.00,0.00
73,2024,1,MUMBAI,PHUKET,27186,25979,0.16,29.52
74,2024,2,MUMBAI,PHUKET,29600,28994,0.14,29.45
75,2024,1,MUMBAI,"PORT LOUIS,MAURITIUS",19844,22462,644.24,31.67
76,2024,2,MUMBAI,"PORT LOUIS,MAURITIUS",24837,20911,895.45,23.51
77,2024,1,MUMBAI,RAS AL-KHAIMAH,15122,13751,0.00,0.00
78,2024,2,MUMBAI,RAS AL-KHAIMAH,12531,13236,5.80,0.00
79,2024,1,MUMBAI,RIYADH,47174,40328,721.49,23.30
80,2024,2,MUMBAI,RIYADH,36134,39899,486.86,8.41
81,2024,1,MUMBAI,SAN FRANCISCO,14251,13424,375.96,135.51
82,2024,2,MUMBAI,SAN FRANCISCO,14308,12820,143.06,123.86
83,2024,1,MUMBAI,SEYCHELLES,1678,1256,6.57,0.00
84,2024,2,MUMBAI,SEYCHELLES,2175,1736,14.50,0.17
85,2024,1,MUMBAI,SHARJAH,43348,35914,505.48,4.56
86,2024,2,MUMBAI,SHARJAH,39235,37328,481.48,5.46
87,2024,1,MUMBAI,SINGAPORE,129227,105522,1994.99,2328.96
88,2024,2,MUMBAI,SINGAPORE,129241,119565,1990.87,2776.05
89,2024,1,MUMBAI,TANGERANG,14649,13355,8.16,3.60
90,2024,2,MUMBAI,TANGERANG,11497,10783,1.61,1.20
91,2024,2,MUMBAI,TASHKENT,1075,605,17.13,0.01
92,2024,1,MUMBAI,TEHRAN,992,1426,19.33,2.69
93,2024,2,MUMBAI,TEHRAN,801,305,6.82,0.62
94,2024,1,MUMBAI,ZURICH,20030,12452,1367.36,1179.61
95,2024,2,MUMBAI,ZURICH,20470,15949,1500.75,1049.75
