_id,Year,Quarter,Origin,Dest,Pax From Origin,Pax To Origin,Freight From Origin,Frieght To Origin
105,2015,2,MUMBAI,MUENCHEN,19354,16347,1124.89,1417.40
106,2015,3,MUMBAI,MUENCHEN,19376,17450,1021.71,1311.05
107,2015,4,MUMBAI,MUENCHEN,11480,14703,963.70,1143.25
108,2015,1,MUMBAI,MUSCAT,69319,54046,740.17,256.17
109,2015,2,MUMBAI,MUSCAT,67071,57681,764.58,137.06
110,2015,3,MUMBAI,MUSCAT,65965,49753,788.75,24.61
111,2015,4,MUMBAI,MUSCAT,64091,61052,727.45,47.83
112,2015,1,MUMBAI,NAIROBI,30259,23830,1234.34,73.97
113,2015,2,MUMBAI,NAIROBI,24593,19277,721.03,39.25
114,2015,3,MUMBAI,NAIROBI,21624,26330,265.54,579.88
115,2015,4,MUMBAI,NAIROBI,24603,23814,511.96,251.04
116,2015,1,MUMBAI,NARITA,2594,2125,0.00,0.00
117,2015,2,MUMBAI,NARITA,1368,1431,0.00,0.00
118,2015,3,MUMBAI,NARITA,1098,1148,0.00,0.00
119,2015,4,MUMBAI,NARITA,1536,1492,0.00,0.00
120,2015,2,MUMBAI,NAVOI,0,0,133.41,150.41
121,2015,3,MUMBAI,NAVOI,0,0,526.97,1634.92
122,2015,4,MUMBAI,NAVOI,0,0,278.44,245.86
123,2015,1,MUMBAI,NEW YORK,3185,1237,0.00,0.00
124,2015,2,MUMBAI,NEW YORK,4067,2690,0.00,0.00
125,2015,3,MUMBAI,NEW YORK,16071,11460,192.08,22.00
126,2015,4,MUMBAI,NEW YORK,9654,14145,193.96,50.11
127,2015,1,MUMBAI,NEWARK,47977,39718,470.08,535.61
128,2015,2,MUMBAI,NEWARK,51714,45613,755.32,674.67
129,2015,3,MUMBAI,NEWARK,42328,36723,393.23,597.89
130,2015,4,MUMBAI,NEWARK,30536,34765,389.29,551.33
131,2015,1,MUMBAI,OSAKA,179,283,0.00,0.00
132,2015,2,MUMBAI,OSAKA,109,181,0.00,0.00
133,2015,3,MUMBAI,OSAKA,180,225,0.00,0.00
134,2015,4,MUMBAI,OSAKA,141,281,0.00,0.00
135,2015,1,MUMBAI,PARIS,36814,34593,2249.79,1733.99
136,2015,2,MUMBAI,PARIS,35130,33281,2844.26,1754.80
137,2015,3,MUMBAI,PARIS,29598,29543,1916.98,1562.57
138,2015,4,MUMBAI,PARIS,29380,34946,2155.62,1970.35
139,2015,1,MUMBAI,RIYADH,55467,44601,1110.68,560.90
140,2015,2,MUMBAI,RIYADH,47154,43776,1204.73,647.76
141,2015,3,MUMBAI,RIYADH,46850,44950,1293.55,198.40
142,2015,4,MUMBAI,RIYADH,47042,46139,1173.77,89.74
143,2015,1,MUMBAI,SANAA,4903,3542,119.74,2.20
144,2015,2,MUMBAI,SANAA,318,0,0.00,0.00
145,2015,3,MUMBAI,SANAA,298,0,0.00,0.00
146,2015,4,MUMBAI,SANAA,174,44,0.08,0.00
147,2015,1,MUMBAI,SEOUL,9573,7125,287.99,216.92
148,2015,2,MUMBAI,SEOUL,6886,5633,329.91,178.59
149,2015,3,MUMBAI,SEOUL,6608,6341,229.34,455.97
150,2015,4,MUMBAI,SEOUL,6071,7377,219.24,194.51
151,2015,1,MUMBAI,SEYCHELLES,3690,3374,3.52,0.80
152,2015,2,MUMBAI,SEYCHELLES,4175,3965,12.40,1.72
153,2015,3,MUMBAI,SEYCHELLES,5068,5377,8.41,0.41
154,2015,4,MUMBAI,SEYCHELLES,5165,5903,7.99,0.34
155,2015,1,MUMBAI,SHANGHAI,2316,2335,0.00,6.96
156,2015,2,MUMBAI,SHANGHAI,2483,2590,0.00,0.00
157,2015,3,MUMBAI,SHANGHAI,2320,2061,0.00,0.00
158,2015,4,MUMBAI,SHANGHAI,3761,3518,0.00,0.00
159,2015,1,MUMBAI,SHARJAH,28913,22348,400.76,278.21
160,2015,2,MUMBAI,SHARJAH,28758,26560,450.98,136.50
161,2015,3,MUMBAI,SHARJAH,27608,23267,422.66,6.95
162,2015,4,MUMBAI,SHARJAH,29528,24790,363.29,16.92
163,2015,1,MUMBAI,SHENZHEN,0,0,41.62,0.00
164,2015,2,MUMBAI,SHENZHEN,0,0,3.35,0.00
165,2015,3,MUMBAI,SHENZHEN,0,0,0.00,0.00
166,2015,4,MUMBAI,SHENZHEN,0,0,0.00,0.00
167,2015,1,MUMBAI,SINGAPORE,94249,79324,2438.73,2588.24
168,2015,2,MUMBAI,SINGAPORE,91884,90346,2876.53,2800.89
169,2015,3,MUMBAI,SINGAPORE,78103,75548,2978.07,3645.80
170,2015,4,MUMBAI,SINGAPORE,89902,97286,3825.83,4518.25
171,2015,1,MUMBAI,TAIPAE,0,0,0.00,67.69
172,2015,2,MUMBAI,TAIPAE,0,0,0.00,90.91
173,2015,3,MUMBAI,TAIPAE,0,0,0.00,88.19
174,2015,4,MUMBAI,TAIPAE,0,0,0.00,101.85
175,2015,1,MUMBAI,TEHRAN,4108,4494,123.81,2.44
176,2015,2,MUMBAI,TEHRAN,4661,4540,131.16,1.69
177,2015,3,MUMBAI,TEHRAN,3875,3709,102.75,10.51
178,2015,4,MUMBAI,TEHRAN,4824,4895,112.41,11.36
179,2015,1,MUMBAI,TELAVIV,9773,8664,392.47,269.69
180,2015,2,MUMBAI,TELAVIV,6692,5693,310.06,182.74
181,2015,3,MUMBAI,TELAVIV,6663,6874,310.71,173.05
182,2015,4,MUMBAI,TELAVIV,7936,8293,311.65,196.03
183,2015,1,MUMBAI,ZURICH,19185,14119,1532.98,1137.95
184,2015,2,MUMBAI,ZURICH,20279,16091,1419.63,1193.66
185,2015,3,MUMBAI,ZURICH,20518,17276,1449.92,1344.28
186,2015,4,MUMBAI,ZURICH,17204,17778,1425.13,1300.02
