_id,Year,Quarter,Origin,Dest,Pax From Origin,Pax To Origin,Freight From Origin,Frieght To Origin
142,2020,2,MUMBAI,RAS AL-KHAIMAH,0,0,169.28,0.00
143,2020,3,MUMBAI,RAS AL-KHAIMAH,0,0,904.93,0.00
144,2020,4,MUMBAI,RAS AL-KHAIMAH,0,0,961.79,0.00
145,2020,1,MUMBAI,RIYADH,43798,24659,1004.81,14.27
146,2020,2,MUMBAI,RIYADH,32,166,97.04,0.00
147,2020,3,MUMBAI,RIYADH,0,1752,67.25,0.00
148,2020,4,MUMBAI,RIYADH,3,1383,50.90,0.00
149,2020,2,MUMBAI,ROME,219,152,0.00,0.00
150,2020,2,MUMBAI,SAN FRANCISCO,0,224,0.00,0.55
151,2020,1,MUMBAI,SEOUL,4936,3685,147.78,116.52
152,2020,4,MUMBAI,SEOUL,0,0,0.00,0.17
153,2020,1,MUMBAI,SEYCHELLES,3315,2481,14.77,0.73
154,2020,2,MUMBAI,SEYCHELLES,0,193,42.26,1.14
155,2020,3,MUMBAI,SEYCHELLES,217,52,46.70,0.00
156,2020,4,MUMBAI,SEYCHELLES,42,2,10.05,0.00
157,2020,1,MUMBAI,SHANGHAI,729,1274,66.53,104.59
158,2020,2,MUMBAI,SHANGHAI,10,0,2.24,1032.96
159,2020,3,MUMBAI,SHANGHAI,0,0,0.00,30.57
160,2020,4,MUMBAI,SHANGHAI,0,0,0.00,136.39
161,2020,1,MUMBAI,SHARJAH,35641,30335,612.97,33.43
162,2020,2,MUMBAI,SHARJAH,23,599,632.89,0.46
163,2020,3,MUMBAI,SHARJAH,2342,5363,1513.59,1.13
164,2020,4,MUMBAI,SHARJAH,8320,7546,155.68,1.36
165,2020,1,MUMBAI,SINGAPORE,74537,60354,2247.44,1915.37
166,2020,2,MUMBAI,SINGAPORE,309,632,50.41,81.71
167,2020,3,MUMBAI,SINGAPORE,751,1178,31.81,34.68
168,2020,4,MUMBAI,SINGAPORE,489,774,25.31,33.40
169,2020,1,MUMBAI,STANSTED,2509,1998,61.08,0.00
170,2020,2,MUMBAI,STOCKHOLM,111,82,0.00,0.00
171,2020,3,MUMBAI,STOCKHOLM,100,0,0.00,0.00
172,2020,2,MUMBAI,SYDNEY,0,65,0.00,0.00
173,2020,3,MUMBAI,SYDNEY,0,127,0.00,0.00
174,2020,1,MUMBAI,TAIPAE,0,0,123.13,504.22
175,2020,2,MUMBAI,TANGERANG,121,0,0.00,0.00
176,2020,1,MUMBAI,TASHKENT,892,450,37.65,0.00
177,2020,2,MUMBAI,TASHKENT,0,0,25.76,0.00
178,2020,3,MUMBAI,TASHKENT,0,0,16.54,0.00
179,2020,4,MUMBAI,TASHKENT,0,0,12.51,0.00
180,2020,2,MUMBAI,TBILISI,17,49,0.16,0.00
181,2020,3,MUMBAI,TBILISI,174,0,0.00,0.00
182,2020,1,MUMBAI,TEHRAN,2474,2947,78.01,9.23
183,2020,2,MUMBAI,TEHRAN,401,0,13.05,0.04
184,2020,3,MUMBAI,TEHRAN,543,89,112.78,27.19
185,2020,4,MUMBAI,TEHRAN,362,122,156.23,147.45
186,2020,1,MUMBAI,TELAVIV,2722,2459,108.23,99.31
187,2020,2,MUMBAI,TELAVIV,163,52,164.75,111.76
188,2020,3,MUMBAI,TELAVIV,0,0,18.99,6.52
189,2020,4,MUMBAI,TELAVIV,0,0,208.41,34.77
190,2020,2,MUMBAI,TORONTO,0,73,0.00,0.00
191,2020,3,MUMBAI,TORONTO,0,63,0.00,0.00
192,2020,4,MUMBAI,Turkmenabat,0,0,2.77,0.00
193,2020,2,MUMBAI,Vancouver,0,147,0.00,0.00
194,2020,3,MUMBAI,"WASHINGTON, DC",0,76,0.00,0.00
195,2020,1,MUMBAI,ZURICH,14040,10135,1150.60,742.06
196,2020,2,MUMBAI,ZURICH,0,0,528.03,367.52
197,2020,3,MUMBAI,ZURICH,0,0,1061.28,545.89
198,2020,4,MUMBAI,ZURICH,0,0,1170.16,798.19
