_id,Year,Quarter,Origin,Dest,Pax From Origin,Pax To Origin,Freight From Origin,Frieght To Origin
105,2023,3,MUMBAI,LONDON,143470,119197,6692.73,3288.55
106,2023,4,MUMBAI,LONDON,125355,160245,8720.47,4000.62
107,2023,1,MUMBAI,MALE,36448,32843,269.25,3.25
108,2023,2,MUMBAI,MALE,30279,29635,207.65,1.08
109,2023,3,MUMBAI,MALE,30201,26649,185.77,0.48
110,2023,4,MUMBAI,MALE,31414,30439,254.58,0.37
111,2023,1,MUMBAI,MALPENSA,0,0,448.81,0.00
112,2023,4,MUMBAI,MELBOURNE,1694,1979,12.77,12.40
113,2023,2,MUMBAI,MILAN,0,0,1193.25,0.00
114,2023,3,MUMBAI,MILAN,0,0,875.75,0.00
115,2023,1,MUMBAI,MUENCHEN,22116,18382,1116.09,1138.56
116,2023,2,MUMBAI,MUNICH,25227,21919,1565.30,1237.13
117,2023,3,MUMBAI,MUNICH,27147,23472,1449.73,1087.92
118,2023,4,MUMBAI,MUNICH,21241,23354,1086.01,901.19
119,2023,1,MUMBAI,MUSCAT,80019,52806,703.90,65.29
120,2023,2,MUMBAI,MUSCAT,61211,58475,1875.58,686.49
121,2023,3,MUMBAI,MUSCAT,76879,56771,1672.80,813.77
122,2023,4,MUMBAI,MUSCAT,71354,72232,3319.82,1236.10
123,2023,1,MUMBAI,NAIROBI,33417,14904,31.50,1.50
124,2023,2,MUMBAI,NAIROBI,22625,21874,36.48,3.72
125,2023,3,MUMBAI,NAIROBI,30513,28888,131.52,10.72
126,2023,4,MUMBAI,NAIROBI,27572,35339,288.35,21.16
127,2023,2,MUMBAI,NAJF,1454,2249,0.00,0.00
128,2023,3,MUMBAI,NAJF,1903,1789,0.00,0.00
129,2023,4,MUMBAI,NAJF,2069,1370,0.00,0.00
130,2023,1,MUMBAI,NEW YORK,12226,9490,174.57,248.44
131,2023,2,MUMBAI,NEW YORK,19739,18362,298.91,361.46
132,2023,3,MUMBAI,NEW YORK,23487,19663,437.72,419.09
133,2023,4,MUMBAI,NEW YORK,18347,23050,664.72,545.98
134,2023,1,MUMBAI,NEWARK,10809,11369,53.49,249.24
135,2023,2,MUMBAI,"NEWARK, NEW YORK",11592,11608,60.09,143.08
136,2023,3,MUMBAI,"NEWARK, NEW YORK",11993,10958,67.91,160.71
137,2023,4,MUMBAI,"NEWARK, NEW YORK",9987,12206,109.16,199.69
138,2023,1,MUMBAI,PARIS,29280,22994,1774.52,1022.05
139,2023,2,MUMBAI,PARIS,32924,26324,3290.15,1845.91
140,2023,3,MUMBAI,PARIS,33992,25383,3464.87,2033.56
141,2023,4,MUMBAI,PARIS,35739,38971,1844.46,930.05
142,2023,1,MUMBAI,PHUKET,28754,26890,6.84,18.12
143,2023,2,MUMBAI,PHUKET,22241,21534,1.00,84.96
144,2023,3,MUMBAI,PHUKET,19547,17808,0.00,60.35
145,2023,4,MUMBAI,PHUKET,19252,18450,0.00,47.37
146,2023,1,MUMBAI,PORT LOUIS,18443,16373,1013.56,64.27
147,2023,2,MUMBAI,"PORT LOUIS,MAURITIUS",19351,19461,760.71,45.84
148,2023,3,MUMBAI,"PORT LOUIS,MAURITIUS",20817,19198,823.65,44.08
149,2023,4,MUMBAI,"PORT LOUIS,MAURITIUS",20940,20385,916.74,50.13
150,2023,1,MUMBAI,RAS AL-KHAIMAH,32595,12198,6.03,0.00
151,2023,2,MUMBAI,RAS AL-KHAIMAH,21455,12532,1.21,0.00
152,2023,3,MUMBAI,RAS AL-KHAIMAH,15265,8567,0.14,0.00
153,2023,4,MUMBAI,RAS AL-KHAIMAH,14190,14233,0.00,0.00
154,2023,1,MUMBAI,RIYADH,53424,28928,563.03,46.51
155,2023,2,MUMBAI,RIYADH,35795,34697,605.52,96.29
156,2023,3,MUMBAI,RIYADH,39218,28628,557.98,19.69
157,2023,4,MUMBAI,RIYADH,44966,45758,576.50,31.49
158,2023,1,MUMBAI,SAN FRANCISCO,9749,10085,55.50,110.29
159,2023,2,MUMBAI,SAN FRANCISCO,12945,12593,169.56,71.42
160,2023,3,MUMBAI,SAN FRANCISCO,13810,12435,104.50,77.26
161,2023,4,MUMBAI,SAN FRANCISCO,12066,13999,369.16,92.57
162,2023,1,MUMBAI,SEYCHELLES,1782,1088,2.77,2.24
163,2023,2,MUMBAI,SEYCHELLES,2475,1738,10.77,0.17
164,2023,3,MUMBAI,SEYCHELLES,832,964,6.44,0.01
165,2023,4,MUMBAI,SEYCHELLES,1826,1808,18.85,0.40
166,2023,1,MUMBAI,SHARJAH,36471,30792,382.76,10.43
167,2023,2,MUMBAI,SHARJAH,36616,37227,565.32,12.19
168,2023,3,MUMBAI,SHARJAH,43980,33414,467.95,13.48
169,2023,4,MUMBAI,SHARJAH,43446,43119,307.67,121.56
170,2023,1,MUMBAI,SINGAPORE,102245,78242,1766.03,2096.18
171,2023,2,MUMBAI,SINGAPORE,92844,103316,2075.12,2284.59
172,2023,3,MUMBAI,SINGAPORE,95430,87549,1831.14,2658.63
173,2023,4,MUMBAI,SINGAPORE,110909,117453,2028.80,2404.06
174,2023,3,MUMBAI,TANGERANG,7925,7557,0.01,5.26
175,2023,4,MUMBAI,TANGERANG,10833,13421,6.15,4.42
176,2023,2,MUMBAI,TEHRAN,973,982,2.02,8.14
177,2023,4,MUMBAI,TEHRAN,1114,1238,11.45,14.64
178,2023,1,MUMBAI,ZURICH,19170,16544,520.88,627.13
179,2023,2,MUMBAI,ZURICH,16940,16295,1557.20,1250.67
180,2023,3,MUMBAI,ZURICH,19802,15034,1335.13,951.50
181,2023,4,MUMBAI,ZURICH,19662,20466,1337.02,1044.68
